Device Name,Port,Description,PID,VID,SN,Operational_State
DRE-9364-1,Ethernet1/24/2,CISCO,QSFP-40G-SR4,N/A,AVP1810S2UG,UP
DRE-9364-1,Ethernet1/24/3,CISCO,QSFP-40G-SR4,N/A,AVP1810S2UG,UP
DRE-9364-1,Ethernet1/24/4,CISCO,QSFP-40G-SR4,N/A,AVP1810S2UG,UP
DRE-9364-1,Ethernet1/27,CISCO-INNOLIGHT,QSFP-100G-SR4-S,N/A,INP282801FV,DOWN
DRE-9364-1,Ethernet1/28/1,CISCO,QSFP-40G-SR4,N/A,AVP1706S055,UP
DRE-9364-1,Ethernet1/28/2,CISCO,QSFP-40G-SR4,N/A,AVP1706S055,UP
DRE-9364-1,Ethernet1/28/3,CISCO,QSFP-40G-SR4,N/A,AVP1706S055,UP
DRE-9364-1,Ethernet1/28/4,CISCO,QSFP-40G-SR4,N/A,AVP1706S055,UP
DRE-9364-1,Ethernet1/29,CISCO-INNOLIGHT,QSFP-100G-SR4-S,N/A,INL23351393,UP
DRE-9364-1,Ethernet1/30,CISCO-INNOLIGHT,QSFP-100G-SR4-S,N/A,INL23351407,UP
DRE-9364-1,Ethernet1/31,CISCO-INNOLIGHT,QSFP-100G-SR4-S,N/A,INL23351386,UP
DRE-9364-1,Ethernet1/32,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2221S1T9,DOWN
DRE-9364-1,Ethernet1/37,CISCO-FINISAR,QSFP-100G-AOC10M,N/A,FIW214401Z7-B,DOWN
DRE-9364-1,Ethernet1/38,CISCO-FINISAR,QSFP-100G-AOC10M,N/A,FIW214401EQ-A,DOWN
DRE-9364-1,Ethernet1/40,CISCO-FINISAR,QSFP-100G-AOC10M,N/A,FIW214401Y2-B,UP
DRE-9364-1,Ethernet1/41,CISCO-FOIT,QSFP-40/100-SRBD,N/A,FOF2319N3Z3,DOWN
DRE-9364-1,Ethernet1/42,CISCO-FOIT,QSFP-40/100-SRBD,N/A,FOF2306N114,DOWN
DRE-9364-1,Ethernet1/44,CISCO-CIG,QDD-400G-FR4-S,N/A,CGC26250614,DOWN
DRE-9364-1,Ethernet1/45,CISCO-FINISAR,QSFP-40G-SR4,N/A,FIW231302HJ,DOWN
DRE-9364-1,Ethernet1/46,CISCO,QSFP-40G-SR4,N/A,AVP1731S0FN,DOWN
DRE-9364-1,Ethernet1/48/1,CISCO,QSFP-40G-SR4,N/A,FIW192901TE,ADMIN_DOWN
DRE-9364-1,Ethernet1/48/2,CISCO,QSFP-40G-SR4,N/A,FIW192901TE,UP
DRE-9364-1,Ethernet1/48/3,CISCO,QSFP-40G-SR4,N/A,FIW192901TE,ADMIN_DOWN
DRE-9364-1,Ethernet1/48/4,CISCO,QSFP-40G-SR4,N/A,FIW192901TE,ADMIN_DOWN
DRE-9364-1,Ethernet1/52,CISCO-FINISAR,QSFP-100G-AOC2M,N/A,FIW204203GA-B,UP
DRE-9364-1,Ethernet1/54,CISCO-FINISAR,QSFP-100G-AOC10M,N/A,FIW214401DD-B,DOWN
DRE-9364-1,Ethernet1/63,CISCO-AVAGO,SFP-10G-SR,N/A,AGA16234B9Z,UP
DRE-9364-1,Ethernet1/64,CISCO-AVAGO,SFP-10G-SR,N/A,AGA16384836,UP
DRE-9364-1,Ethernet1/65,CISCO-JDSU,SFP-10G-SR,N/A,JUR1925G6ED,UP
DRE-9364-1,Ethernet1/66,CISCO-JDSU,SFP-10G-SR,N/A,JUR1929GUQV,UP
N3264-1-CRE-DSC,"""Chassis""","""Nexus3000 C3264C Chassis""",N3K-C3264C-E,N/A,FOC233195NS,DOWN
N3264-1-CRE-DSC,"""Slot 1""","""64x100G QSFP28 + 2x10G SFP+ Ethernet Module""",N3K-C3264C-E,N/A,FOC233195NS,DOWN
N3264-1-CRE-DSC,"""Power Supply 1""","""Nexus3000 C3264C Chassis Power Supply""",NXA-PAC-1200W-PI,N/A,LIT21484X7J,DOWN
N3264-1-CRE-DSC,"""Power Supply 2""","""Nexus3000 C3264C Chassis Power Supply""",NXA-PAC-1200W-PI,N/A,LIT22143NTY,DOWN
N3264-1-CRE-DSC,"""Fan 1""","""Nexus3000 C3264C Chassis Fan Module""",NXA-FAN-160CFM-PI,N/A,N/A,DOWN
N3264-1-CRE-DSC,"""Fan 2""","""Nexus3000 C3264C Chassis Fan Module""",NXA-FAN-160CFM-PI,N/A,N/A,DOWN
N3264-1-CRE-DSC,"""Fan 3""","""Nexus3000 C3264C Chassis Fan Module""",NXA-FAN-160CFM-PI,N/A,N/A,DOWN
N3264-1-CRE-DSC,Ethernet1/1,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2042G0S5,DOWN
N3264-1-CRE-DSC,Ethernet1/2,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2240S109,DOWN
N3264-1-CRE-DSC,Ethernet1/3,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2221S1S3,DOWN
N3264-1-CRE-DSC,Ethernet1/4,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2102G0YJ,DOWN
N3264-1-CRE-DSC,Ethernet1/5,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2142S4BC,DOWN
N3264-1-CRE-DSC,Ethernet1/6,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2225S1TM,DOWN
N3264-1-CRE-DSC,Ethernet1/7,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2221S1SS,DOWN
N3264-1-CRE-DSC,Ethernet1/8,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2102G08K,DOWN
N3264-1-CRE-DSC,Ethernet1/9,CISCO-INNOLIGHT,QSFP-100G-SR4-S,N/A,INL23351537,UP
N3264-1-CRE-DSC,Ethernet1/10,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2141S4C6,UP
N3264-1-CRE-DSC,Ethernet1/11,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2124G1SA,UP
N3264-1-CRE-DSC,Ethernet1/13,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2218S0R1,DOWN
N3264-1-CRE-DSC,Ethernet1/15,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2220S169,DOWN
N3264-1-CRE-DSC,Ethernet1/22,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2229S27H,DOWN
N3264-1-CRE-DSC,Ethernet1/23,CISCO-FINISAR,QSFP-100G-AOC5M,N/A,FIW2023052S-A,DOWN
N3264-1-CRE-DSC,Ethernet1/26,CISCO-AVAGO,SFP-10G-SR,N/A,AVD1839AFUM,UP
N3264-1-CRE-DSC,Ethernet1/40,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2212S0YV,UP
N3264-1-CRE-DSC,Ethernet1/41,CISCO-LUXTERA,QSFP-100G-PSM4-S,N/A,CVR2205004S,UP
N3264-1-CRE-DSC,Ethernet1/42,CISCO-LUXTERA,QSFP-100G-PSM4-S,N/A,CVR22050038,UP
N3264-1-CRE-DSC,Ethernet1/43,CISCO-LUXTERA,QSFP-100G-PSM4-S,N/A,CVR214904R1,UP
N3264-1-CRE-DSC,Ethernet1/45,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2145S2CG,UP
N3264-1-CRE-DSC,Ethernet1/50,CISCO-INNOLIGHT,QSFP-100G-LR4-S,N/A,INL26070CYB,ADMIN_DOWN
N3264-1-CRE-DSC,Ethernet1/60,CISCO-CISCO,QSFP-100G-FR-S,N/A,FBN2444AB21,DOWN
N3264-1-CRE-DSC,Ethernet1/61,CISCO-CISCO,QSFP-100G-FR-S,N/A,FBN2628A02K,UP
N3264-1-CRE-DSC,Ethernet1/65,CISCO-AVAGO,SFP-10G-SR,N/A,AVD2025A3BS,UP
N3264-2-CRE-DSC,"""Chassis""","""Nexus3000 C3264C Chassis""",N3K-C3264C-E,N/A,FOC23332MLU,DOWN
N3264-2-CRE-DSC,"""Slot 1""","""64x100G QSFP28 + 2x10G SFP+ Ethernet Module""",N3K-C3264C-E,N/A,FOC23332MLU,DOWN
N3264-2-CRE-DSC,"""Power Supply 1""","""Nexus3000 C3264C Chassis Power Supply""",NXA-PAC-1200W-PI,N/A,LIT22143PA7,DOWN
N3264-2-CRE-DSC,"""Power Supply 2""","""Nexus3000 C3264C Chassis Power Supply""",NXA-PAC-1200W-PI,N/A,LIT22143P9Z,DOWN
N3264-2-CRE-DSC,"""Fan 1""","""Nexus3000 C3264C Chassis Fan Module""",NXA-FAN-160CFM-PI,N/A,N/A,DOWN
N3264-2-CRE-DSC,"""Fan 2""","""Nexus3000 C3264C Chassis Fan Module""",NXA-FAN-160CFM-PI,N/A,N/A,DOWN
N3264-2-CRE-DSC,"""Fan 3""","""Nexus3000 C3264C Chassis Fan Module""",NXA-FAN-160CFM-PI,N/A,N/A,DOWN
N3264-2-CRE-DSC,Ethernet1/1,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2109G058,DOWN
N3264-2-CRE-DSC,Ethernet1/2,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2111G1F8,DOWN
N3264-2-CRE-DSC,Ethernet1/3,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2014G05E,DOWN
N3264-2-CRE-DSC,Ethernet1/4,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2225S1TN,DOWN
N3264-2-CRE-DSC,Ethernet1/5,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2111G1FE,DOWN
N3264-2-CRE-DSC,Ethernet1/6,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2125G1MR,DOWN
N3264-2-CRE-DSC,Ethernet1/7,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2102G021,DOWN
N3264-2-CRE-DSC,Ethernet1/8,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2212S14F,DOWN
N3264-2-CRE-DSC,Ethernet1/9,CISCO-INNOLIGHT,QSFP-100G-SR4-S,N/A,INL23351529,UP
N3264-2-CRE-DSC,Ethernet1/11,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2125G0WM,UP
N3264-2-CRE-DSC,Ethernet1/13,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2230S0WD,DOWN
N3264-2-CRE-DSC,Ethernet1/14,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2125G2LR,DOWN
N3264-2-CRE-DSC,Ethernet1/15,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2229S2ER,DOWN
N3264-2-CRE-DSC,Ethernet1/22,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2111G182,DOWN
N3264-2-CRE-DSC,Ethernet1/23,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2229S3JU,DOWN
N3264-2-CRE-DSC,Ethernet1/26,CISCO-AVAGO,SFP-10G-SR,N/A,AVD23089UCG,UP
N3264-2-CRE-DSC,Ethernet1/40,CISCO-LUXTERA,QSFP-100G-PSM4-S,N/A,CVR220300CB,UP
N3264-2-CRE-DSC,Ethernet1/41,CISCO-LUXTERA,QSFP-100G-PSM4-S,N/A,CVR2205002F,UP
N3264-2-CRE-DSC,Ethernet1/42,CISCO-LUXTERA,QSFP-100G-PSM4-S,N/A,CVR220300AT,UP
N3264-2-CRE-DSC,Ethernet1/43,CISCO-LUXTERA,QSFP-100G-PSM4-S,N/A,CVR22050041,DOWN
N3264-2-CRE-DSC,Ethernet1/45,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2221S1TA,ADMIN_DOWN
N3264-2-CRE-DSC,Ethernet1/60,CISCO-CISCO,QSFP-100G-FR-S,N/A,FBN2444A544,DOWN
N3264-2-CRE-DSC,Ethernet1/61,CISCO-CISCO,QSFP-100G-FR-S,N/A,FBN2628A03U,UP
N3264-2-CRE-DSC,Ethernet1/62,CISCO-CISCO,QSFP-100G-FR-S,N/A,FBN2611A3KJ,UP
N3264-2-CRE-DSC,Ethernet1/65,CISCO-FINISAR,SFP-10G-SR,N/A,FNS1947215W,UP
S01SVS00,"""Chassis""","""Nexus9000 C9336C-FX2 Chassis""",N9K-C9336C-FX2,N/A,FDO25510QVQ,DOWN
S01SVS00,"""Slot 1""","""36x40/100G QSFP28 Ethernet Module""",N9K-C9336C-FX2,N/A,FDO25510QVQ,DOWN
S01SVS00,"""Power Supply 1""","""Nexus9000 C9336C-FX2 Chassis Power Supply""",NXA-PAC-1100W-PE2,N/A,ART2542F00R,DOWN
S01SVS00,"""Power Supply 2""","""Nexus9000 C9336C-FX2 Chassis Power Supply""",NXA-PAC-1100W-PE2,N/A,ART2542F0CV,DOWN
S01SVS00,"""Fan 1""","""Nexus9000 C9336C-FX2 Chassis Fan Module""",NXA-FAN-65CFM-PE,N/A,N/A,DOWN
S01SVS00,"""Fan 2""","""Nexus9000 C9336C-FX2 Chassis Fan Module""",NXA-FAN-65CFM-PE,N/A,N/A,DOWN
S01SVS00,"""Fan 3""","""Nexus9000 C9336C-FX2 Chassis Fan Module""",NXA-FAN-65CFM-PE,N/A,N/A,DOWN
S01SVS00,Ethernet1/2,CISCO-AVAGO,QSFP-100G-SR4,N/A,AVF2217S14F,UP
S01SVS00,Ethernet1/3,CISCO-FINISAR,QSFP-100G-AOC1M,N/A,FIW224401BS-A,ADMIN_DOWN
S01SVS00,Ethernet1/16,CISCO-FINISAR,QSFP-100G-AOC10M,N/A,FIW214401EU-A,UP
S01SVS01,"""Chassis""","""Nexus9000 C9336C-FX2 Chassis""",N9K-C9336C-FX2,N/A,FDO25510JD1,DOWN
S01SVS01,"""Slot 1""","""36x40/100G QSFP28 Ethernet Module""",N9K-C9336C-FX2,N/A,FDO25510JD1,DOWN
S01SVS01,"""Power Supply 1""","""Nexus9000 C9336C-FX2 Chassis Power Supply""",NXA-PAC-1100W-PE2,N/A,ART2542F008,DOWN
S01SVS01,"""Power Supply 2""","""Nexus9000 C9336C-FX2 Chassis Power Supply""",NXA-PAC-1100W-PE2,N/A,ART2542F0E4,DOWN
S01SVS01,"""Fan 1""","""Nexus9000 C9336C-FX2 Chassis Fan Module""",NXA-FAN-65CFM-PE,N/A,N/A,DOWN
S01SVS01,"""Fan 2""","""Nexus9000 C9336C-FX2 Chassis Fan Module""",NXA-FAN-65CFM-PE,N/A,N/A,DOWN
S01SVS01,"""Fan 3""","""Nexus9000 C9336C-FX2 Chassis Fan Module""",NXA-FAN-65CFM-PE,N/A,N/A,DOWN
S01SVS01,Ethernet1/2,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2102G0YW,UP
S01SVS01,Ethernet1/3,CISCO-FINISAR,QSFP-100G-AOC1M,N/A,FIW224401BS-B,DOWN
S01SVS01,Ethernet1/16,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2013G0KS,UP
DRC-8201-2,HundredGigE0/0/0/0,Cisco QSFP28 100G AOC Pluggable Optics Module,QSFP-100G-AOC7M,V03,INL23520104-A,UP/UP
DRC-8201-2,HundredGigE0/0/0/1,Cisco QSFP28 100G AOC Pluggable Optics Module,QSFP-100G-AOC7M,V04,INL26400EMU-B,UP/UP
DRC-8201-2,HundredGigE0/0/0/3,Cisco QSFP28 100G SR4 Pluggable Optics Module,QSFP-100G-SR4-S,V03,INL2539073U,UP/UP
DRC-8201-2,FourHundredGigE0/0/0/10,Cisco QSFPDD 400G FR4 Pluggable Optics Module,QDD-400G-FR4-S,V01,CGC25290549,UP/UP
DRC-8201-2,HundredGigE0/0/0/14,Cisco QSFP28 100G AOC Pluggable Optics Module,QSFP-100G-AOC10M,V02,FIW214401ZJ-B,DOWN/DOWN
DRC-8201-2,HundredGigE0/0/0/15,Cisco QSFP28 100G SR4 Pluggable Optics Module,QSFP-100G-SR4-S,V01,AVF2009G027,UP/UP
DRC-8201-2,FourHundredGigE0/0/0/16,Cisco QSFPDD 400G DR4 Pluggable Optics Module,QDD-400G-DR4-S,V01,INL24332687,DOWN/DOWN
DRC-8201-2,HundredGigE0/0/0/20,Cisco QSFP28 100G SR4 Pluggable Optics Module,QSFP-100G-SR4-S,V02,AVF2229S25G,UP/UP
DRC-8201-2,HundredGigE0/0/0/22,Cisco QSFP28 100G AOC Pluggable Optics Module,QSFP-100G-AOC7M,V04,INL264111JW-A,DOWN/DOWN
DRC-8201-2,FortyGigE0/0/0/26,Cisco QSFP+ 40G SR4 Pluggable Optics Module,QSFP-40G-SR4-S,V02,AVP2224S50P,DOWN/DOWN
DRC-8201-2,HundredGigE0/0/0/28,Cisco QSFP28 100G SR4 Pluggable Optics Module,QSFP-100G-SR4-S,V03,INL25400302,UP/UP
DRC-8201-2,HundredGigE0/0/0/29,Cisco QSFP28 100G SR4 Pluggable Optics Module,QSFP-100G-SR4-S,V01,AVF2129G2NL,UP/UP
DRC-8201-2,HundredGigE0/0/0/30,Cisco QSFP28 100G AOC Pluggable Optics Module,QSFP-100G-AOC7M,V03,INL23520088-A,DOWN/DOWN
DRC-8201-2,HundredGigE0/0/0/31,Cisco QSFP28 100G AOC Pluggable Optics Module,QSFP-100G-AOC7M,V03,INL23520226-A,DOWN/DOWN
DRC-8201-1,HundredGigE0/0/0/0,Cisco QSFP28 100G FR Pluggable Optics Module,QSFP-100G-FR-S,V02,FBN2628A0D5,DOWN/DOWN
DRC-8201-1,HundredGigE0/0/0/1,Cisco QSFP28 100G FR Pluggable Optics Module,QSFP-100G-FR-S,V02,FBN2628A05N,UP/UP
DRC-8201-1,HundredGigE0/0/0/2,Cisco QSFP28 100G SR4 Pluggable Optics Module,QSFP-100G-SR4-S,V01,AVF2047G048,UP/UP
DRC-8201-1,HundredGigE0/0/0/3,Cisco QSFP28 100G SR4 Pluggable Optics Module,QSFP-100G-SR4-S,V03,INL23351870,UP/UP
DRC-8201-1,FourHundredGigE0/0/0/4,Cisco QSFPDD 400G FR4 Pluggable Optics Module,QDD-400G-FR4-S,V01,INL24304247,DOWN/DOWN
DRC-8201-1,FourHundredGigE0/0/0/5,Cisco QSFPDD 400G FR4 Pluggable Optics Module,QDD-400G-FR4-S,V01,INL26200NZC,DOWN/DOWN
DRC-8201-1,FourHundredGigE0/0/0/6,Cisco QSFPDD 400G FR4 Pluggable Optics Module,QDD-400G-FR4-S,V01,CGC25430971,DOWN/DOWN
DRC-8201-1,FourHundredGigE0/0/0/7,Cisco QSFPDD 400G FR4 Pluggable Optics Module,QDD-400G-FR4-S,V01,CGC25431138,DOWN/DOWN
DRC-8201-1,FourHundredGigE0/0/0/10,Cisco QSFPDD 400G FR4 Pluggable Optics Module,QDD-400G-FR4-S,V01,CGC25290836,UP/UP
DRC-8201-1,HundredGigE0/0/0/11,Cisco QSFP28 100G AOC Pluggable Optics Module,QSFP-100G-AOC10M,V02,FIW214401AF-A,DOWN/DOWN
DRC-8201-1,HundredGigE0/0/0/12,Cisco QSFP28 100G AOC Pluggable Optics Module,QSFP-100G-AOC10M,V02,FIW214401CL-A,DOWN/DOWN
DRC-8201-1,HundredGigE0/0/0/15,Cisco QSFP28 100G SR4 Pluggable Optics Module,QSFP-100G-SR4-S,V03,INL23352061,UP/UP
DRC-8201-1,FourHundredGigE0/0/0/18,Cisco QSFPDD 400G DR4 Pluggable Optics Module,QDD-400G-DR4-S,V01,INL24332729,DOWN/DOWN
DRC-8201-1,HundredGigE0/0/0/20,Cisco QSFP28 100G SR4 Pluggable Optics Module,QSFP-100G-SR4-S,V03,AVF2403S0KR,UP/UP
DRC-8201-1,FortyGigE0/0/0/26,Cisco QSFP+ 40G SR4 Pluggable Optics Module,QSFP-40G-SR4,V02,AVP1747S1F0,DOWN/DOWN
DRC-8201-1,HundredGigE0/0/0/29,Cisco QSFP28 100G FR Pluggable Optics Module,QSFP-100G-FR-S,V02,FBN2627A038,UP/UP
DRC-8201-1,HundredGigE0/0/0/30,Cisco QSFP28 100G FR Pluggable Optics Module,QSFP-100G-FR-S,V02,FBN2628A03L,UP/UP
DRC-8201-1,HundredGigE0/0/0/31,Cisco QSFP28 100G AOC Pluggable Optics Module,QSFP-100G-AOC7M,V03,INL24011773-B,DOWN/DOWN
OSC-3408-1,"""Chassis""","""Nexus3000 C3408-S Chassis""",N3K-C3408-S,N/A,FOC24128NBW,DOWN
OSC-3408-1,"""Slot 1""","""Supervisor""",N3K-C3408-S,N/A,FOC24128NBW,DOWN
OSC-3408-1,"""LEM 1""","""16x100G Ethernet Module""",NXM-X16C,N/A,FOC23515VYW,DOWN
OSC-3408-1,"""LEM 2""","""16x100G Ethernet Module""",NXM-X16C,N/A,FOC23335ADS,DOWN
OSC-3408-1,"""LEM 3""","""16x100G Ethernet Module""",NXM-X16C,N/A,FOC23311MNU,DOWN
OSC-3408-1,"""LEM 4""","""16x100G Ethernet Module""",NXM-X16C,N/A,FOC23335AF3,DOWN
OSC-3408-1,"""Power Supply 1""","""Nexus3000 C3408-S Chassis Power Supply""",NXA-PAC-2KW-PI,N/A,POG2424JA1Q,DOWN
OSC-3408-1,"""Power Supply 2""","""Nexus3000 C3408-S Chassis Power Supply""",NXA-PAC-2KW-PI,N/A,POG2424JA05,DOWN
OSC-3408-1,"""Fan 1""","""Nexus3000 C3408-S Chassis Fan Module""",NXA-FAN-300CFM-PI,N/A,N/A,DOWN
OSC-3408-1,"""Fan 2""","""Nexus3000 C3408-S Chassis Fan Module""",NXA-FAN-300CFM-PI,N/A,N/A,DOWN
OSC-3408-1,"""Fan 3""","""Nexus3000 C3408-S Chassis Fan Module""",NXA-FAN-300CFM-PI,N/A,N/A,DOWN
OSC-3408-1,Ethernet1/1,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2220S0Z6,UP
OSC-3408-1,Ethernet1/2,CISCO-FINISAR,QSFP-100G-AOC5M,N/A,FIW2023052S-B,UP
OSC-3408-1,Ethernet1/3/1,CISCO-FINISAR,QSFP-40G-SR4,N/A,FIW201902RR,UP
OSC-3408-1,Ethernet1/3/2,CISCO-FINISAR,QSFP-40G-SR4,N/A,FIW201902RR,DOWN
OSC-3408-1,Ethernet1/3/3,CISCO-FINISAR,QSFP-40G-SR4,N/A,FIW201902RR,UP
OSC-3408-1,Ethernet1/3/4,CISCO-FINISAR,QSFP-40G-SR4,N/A,FIW201902RR,DOWN
OSC-3408-1,Ethernet1/5/1,CISCO,QSFP-40G-SR4,N/A,FIS174201QY,DOWN
OSC-3408-1,Ethernet1/5/2,CISCO,QSFP-40G-SR4,N/A,FIS174201QY,DOWN
OSC-3408-1,Ethernet1/5/3,CISCO,QSFP-40G-SR4,N/A,FIS174201QY,DOWN
OSC-3408-1,Ethernet1/5/4,CISCO,QSFP-40G-SR4,N/A,FIS174201QY,DOWN
OSC-3408-1,Ethernet1/9,CISCO,QSFP-40G-SR4,N/A,FIS173701KT,DOWN
OSC-3408-1,Ethernet1/10,CISCO,QSFP-40G-SR4,N/A,FIS174601EB,DOWN
OSC-3408-1,Ethernet2/1,CISCO-FOIT,QSFP-40/100-SRBD,N/A,FOF2217N515,ADMIN_DOWN
OSC-3408-1,Ethernet2/2,CISCO-FOIT,QSFP-40/100-SRBD,N/A,FOF2210N062,ADMIN_DOWN
OSC-3408-1,Ethernet2/3,CISCO-FOIT,QSFP-40/100-SRBD,N/A,FOF2307N2PH,DOWN
OSC-3408-1,Ethernet2/4,CISCO-FINISAR,QSFP-100G-AOC10M,N/A,FIW214401A7-B,DOWN
OSC-3408-1,Ethernet2/5,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2219S05G,DOWN
OSC-3408-1,Ethernet2/14,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2237S08P,DOWN
OSC-3408-1,Ethernet2/15,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2108G05J,DOWN
OSC-3408-1,Ethernet2/16,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2121G2J5,DOWN
OSC-3408-1,Ethernet3/2,CISCO-INNOLIGHT,QSFP-100G-AOC7M,N/A,INL24011773-A,DOWN
OSC-3408-1,Ethernet3/4,CISCO-CISCO,QSFP-100G-FR-S,N/A,FBN2628A0R6,DOWN
OSC-3408-1,Ethernet3/9,CISCO-DELTA,QSFP-100G-AOC15M,N/A,DTS2415A946-A,DOWN
OSC-3408-1,Ethernet3/11,CISCO-FOIT,QSFP-40/100-SRBD,N/A,FTF2416N3S1,DOWN
OSC-3408-1,Ethernet3/12,CISCO-FOIT,QSFP-40/100-SRBD,N/A,FOF2252N2XT,DOWN
OSC-3408-1,Ethernet3/13,CISCO-INNOLIGHT,QSFP-100G-SR4-S,N/A,INL23351355,DOWN
OSC-3408-1,Ethernet4/2,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2129G2NF,DOWN
OSC-3408-1,Ethernet4/5,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2129G2C2,DOWN
OSC-3408-1,Ethernet4/6,CISCO-FINISAR,QSFP-100G-AOC5M,N/A,FIW2138037D-B,DOWN
OSC-3408-1,Ethernet4/7,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2129G2NE,DOWN
OSC-3408-1,Ethernet4/8,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2129G2CE,DOWN
OSC-3408-1,Ethernet4/10,CISCO-FOIT,QSFP-40/100-SRBD,N/A,FTF2512N9F9,DOWN
OSC-3408-1,Ethernet4/11,CISCO-FOIT,QSFP-40/100-SRBD,N/A,FTF2512N5TR,DOWN
OSC-3408-2,"""Chassis""","""Nexus3000 C3408-S Chassis""",N3K-C3408-S,N/A,FOC2350547S,DOWN
OSC-3408-2,"""Slot 1""","""Supervisor""",N3K-C3408-S,N/A,FOC2350547S,DOWN
OSC-3408-2,"""LEM 1""","""16x100G Ethernet Module""",NXM-X16C,N/A,FOC23335AEH,DOWN
OSC-3408-2,"""LEM 2""","""16x100G Ethernet Module""",NXM-X16C,N/A,FOC235054CN,DOWN
OSC-3408-2,"""LEM 3""","""16x100G Ethernet Module""",NXM-X16C,N/A,FOC23345DYM,DOWN
OSC-3408-2,"""LEM 4""","""16x100G Ethernet Module""",NXM-X16C,N/A,FOC23515VZ1,DOWN
OSC-3408-2,"""Power Supply 1""","""Nexus3000 C3408-S Chassis Power Supply""",NXA-PAC-2KW-PI,N/A,POG2410JA2X,DOWN
OSC-3408-2,"""Power Supply 2""","""Nexus3000 C3408-S Chassis Power Supply""",NXA-PAC-2KW-PI,N/A,POG2415JA1F,DOWN
OSC-3408-2,"""Fan 1""","""Nexus3000 C3408-S Chassis Fan Module""",NXA-FAN-300CFM-PI,N/A,N/A,DOWN
OSC-3408-2,"""Fan 2""","""Nexus3000 C3408-S Chassis Fan Module""",NXA-FAN-300CFM-PI,N/A,N/A,DOWN
OSC-3408-2,"""Fan 3""","""Nexus3000 C3408-S Chassis Fan Module""",NXA-FAN-300CFM-PI,N/A,N/A,DOWN
OSC-3408-2,Ethernet1/1,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2126G3GY,UP
OSC-3408-2,Ethernet1/2,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2022G09Y,UP
OSC-3408-2,Ethernet1/3/1,CISCO,QSFP-40G-SR4,N/A,FIS184701UP,UP
OSC-3408-2,Ethernet1/3/2,CISCO,QSFP-40G-SR4,N/A,FIS184701UP,UP
OSC-3408-2,Ethernet1/3/3,CISCO,QSFP-40G-SR4,N/A,FIS184701UP,UP
OSC-3408-2,Ethernet1/3/4,CISCO,QSFP-40G-SR4,N/A,FIS184701UP,ADMIN_DOWN
OSC-3408-2,Ethernet1/9,CISCO,QSFP-40G-SR4,N/A,FIS184801XG,DOWN
OSC-3408-2,Ethernet1/10,CISCO,QSFP-40G-SR4,N/A,FIS1747001V,ADMIN_DOWN
