Device Name,Port,Description,PID,VID,SN
N3264-2-CRE-DSC,Ethernet1/7,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2102G021
N3264-2-CRE-DSC,Ethernet1/8,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2212S14F
N3264-2-CRE-DSC,Ethernet1/9,CISCO-INNOLIGHT,QSFP-100G-SR4-S,N/A,INL23351529
N3264-2-CRE-DSC,Ethernet1/11,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2125G0WM
N3264-2-CRE-DSC,Ethernet1/13,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2230S0WD
N3264-2-CRE-DSC,Ethernet1/14,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2125G2LR
N3264-2-CRE-DSC,Ethernet1/15,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2229S2ER
N3264-2-CRE-DSC,Ethernet1/22,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2111G182
N3264-2-CRE-DSC,Ethernet1/23,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2229S3JU
N3264-2-CRE-DSC,Ethernet1/26,CISCO-AVAGO,SFP-10G-SR,N/A,AVD23089UCG
N3264-2-CRE-DSC,Ethernet1/40,CISCO-LUXTERA,QSFP-100G-PSM4-S,N/A,CVR220300CB
N3264-2-CRE-DSC,Ethernet1/41,CISCO-LUXTERA,QSFP-100G-PSM4-S,N/A,CVR2205002F
N3264-2-CRE-DSC,Ethernet1/42,CISCO-LUXTERA,QSFP-100G-PSM4-S,N/A,CVR220300AT
N3264-2-CRE-DSC,Ethernet1/43,CISCO-LUXTERA,QSFP-100G-PSM4-S,N/A,CVR22050041
N3264-2-CRE-DSC,Ethernet1/45,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2221S1TA
N3264-2-CRE-DSC,Ethernet1/60,CISCO-CISCO,QSFP-100G-FR-S,N/A,FBN2444A544
N3264-2-CRE-DSC,Ethernet1/61,CISCO-CISCO,QSFP-100G-FR-S,N/A,FBN2628A03U
N3264-2-CRE-DSC,Ethernet1/62,CISCO-CISCO,QSFP-100G-FR-S,N/A,FBN2611A3KJ
N3264-2-CRE-DSC,Ethernet1/65,CISCO-FINISAR,SFP-10G-SR,N/A,FNS1947215W
DRC-8201-2,HundredGigE0/0/0/0,Cisco QSFP28 100G AOC Pluggable Optics Module,QSFP-100G-AOC7M,V03,INL23520104-A
DRC-8201-2,HundredGigE0/0/0/1,Cisco QSFP28 100G AOC Pluggable Optics Module,QSFP-100G-AOC7M,V04,INL26400EMU-B
DRC-8201-2,HundredGigE0/0/0/3,Cisco QSFP28 100G SR4 Pluggable Optics Module,QSFP-100G-SR4-S,V03,INL2539073U
DRC-8201-2,FourHundredGigE0/0/0/10,Cisco QSFPDD 400G FR4 Pluggable Optics Module,QDD-400G-FR4-S,V01,CGC25290549
DRC-8201-2,HundredGigE0/0/0/14,Cisco QSFP28 100G AOC Pluggable Optics Module,QSFP-100G-AOC10M,V02,FIW214401ZJ-B
DRC-8201-2,HundredGigE0/0/0/15,Cisco QSFP28 100G SR4 Pluggable Optics Module,QSFP-100G-SR4-S,V01,AVF2009G027
DRC-8201-2,FourHundredGigE0/0/0/16,Cisco QSFPDD 400G DR4 Pluggable Optics Module,QDD-400G-DR4-S,V01,INL24332687
DRC-8201-2,HundredGigE0/0/0/20,Cisco QSFP28 100G SR4 Pluggable Optics Module,QSFP-100G-SR4-S,V02,AVF2229S25G
DRC-8201-2,HundredGigE0/0/0/22,Cisco QSFP28 100G AOC Pluggable Optics Module,QSFP-100G-AOC7M,V04,INL264111JW-A
DRC-8201-2,FortyGigE0/0/0/26,Cisco QSFP+ 40G SR4 Pluggable Optics Module,QSFP-40G-SR4-S,V02,AVP2224S50P
DRC-8201-2,HundredGigE0/0/0/28,Cisco QSFP28 100G SR4 Pluggable Optics Module,QSFP-100G-SR4-S,V03,INL25400302
DRC-8201-2,HundredGigE0/0/0/29,Cisco QSFP28 100G SR4 Pluggable Optics Module,QSFP-100G-SR4-S,V01,AVF2129G2NL
DRC-8201-2,HundredGigE0/0/0/30,Cisco QSFP28 100G AOC Pluggable Optics Module,QSFP-100G-AOC7M,V03,INL23520088-A
DRC-8201-2,HundredGigE0/0/0/31,Cisco QSFP28 100G AOC Pluggable Optics Module,QSFP-100G-AOC7M,V03,INL23520226-A
DRC-8201-1,HundredGigE0/0/0/0,Cisco QSFP28 100G FR Pluggable Optics Module,QSFP-100G-FR-S,V02,FBN2628A0D5
DRC-8201-1,HundredGigE0/0/0/1,Cisco QSFP28 100G FR Pluggable Optics Module,QSFP-100G-FR-S,V02,FBN2628A05N
DRC-8201-1,HundredGigE0/0/0/2,Cisco QSFP28 100G SR4 Pluggable Optics Module,QSFP-100G-SR4-S,V01,AVF2047G048
DRC-8201-1,HundredGigE0/0/0/3,Cisco QSFP28 100G SR4 Pluggable Optics Module,QSFP-100G-SR4-S,V03,INL23351870
DRC-8201-1,FourHundredGigE0/0/0/4,Cisco QSFPDD 400G FR4 Pluggable Optics Module,QDD-400G-FR4-S,V01,INL24304247
DRC-8201-1,FourHundredGigE0/0/0/5,Cisco QSFPDD 400G FR4 Pluggable Optics Module,QDD-400G-FR4-S,V01,INL26200NZC
DRC-8201-1,FourHundredGigE0/0/0/6,Cisco QSFPDD 400G FR4 Pluggable Optics Module,QDD-400G-FR4-S,V01,CGC25430971
DRC-8201-1,FourHundredGigE0/0/0/7,Cisco QSFPDD 400G FR4 Pluggable Optics Module,QDD-400G-FR4-S,V01,CGC25431138
DRC-8201-1,FourHundredGigE0/0/0/10,Cisco QSFPDD 400G FR4 Pluggable Optics Module,QDD-400G-FR4-S,V01,CGC25290836
DRC-8201-1,HundredGigE0/0/0/11,Cisco QSFP28 100G AOC Pluggable Optics Module,QSFP-100G-AOC10M,V02,FIW214401AF-A
DRC-8201-1,HundredGigE0/0/0/12,Cisco QSFP28 100G AOC Pluggable Optics Module,QSFP-100G-AOC10M,V02,FIW214401CL-A
DRC-8201-1,HundredGigE0/0/0/15,Cisco QSFP28 100G SR4 Pluggable Optics Module,QSFP-100G-SR4-S,V03,INL23352061
DRC-8201-1,FourHundredGigE0/0/0/17,Cisco QSFPDD 400G DR4 Pluggable Optics Module,QDD-400G-DR4-S,V01,INL24332729
DRC-8201-1,HundredGigE0/0/0/20,Cisco QSFP28 100G SR4 Pluggable Optics Module,QSFP-100G-SR4-S,V03,AVF2403S0KR
DRC-8201-1,FortyGigE0/0/0/26,Cisco QSFP+ 40G SR4 Pluggable Optics Module,QSFP-40G-SR4,V02,AVP1747S1F0
DRC-8201-1,HundredGigE0/0/0/29,Cisco QSFP28 100G FR Pluggable Optics Module,QSFP-100G-FR-S,V02,FBN2627A038
DRC-8201-1,HundredGigE0/0/0/30,Cisco QSFP28 100G FR Pluggable Optics Module,QSFP-100G-FR-S,V02,FBN2628A03L
DRC-8201-1,HundredGigE0/0/0/31,Cisco QSFP28 100G AOC Pluggable Optics Module,QSFP-100G-AOC7M,V03,INL24011773-B
S01SVS00,"""Chassis""","""Nexus9000 C9336C-FX2 Chassis""",N9K-C9336C-FX2,N/A,FDO25510QVQ
S01SVS00,"""Slot 1""","""36x40/100G QSFP28 Ethernet Module""",N9K-C9336C-FX2,N/A,FDO25510QVQ
S01SVS00,"""Power Supply 1""","""Nexus9000 C9336C-FX2 Chassis Power Supply""",NXA-PAC-1100W-PE2,N/A,ART2542F00R
S01SVS00,"""Power Supply 2""","""Nexus9000 C9336C-FX2 Chassis Power Supply""",NXA-PAC-1100W-PE2,N/A,ART2542F0CV
S01SVS00,"""Fan 1""","""Nexus9000 C9336C-FX2 Chassis Fan Module""",NXA-FAN-65CFM-PE,N/A,N/A
S01SVS00,"""Fan 2""","""Nexus9000 C9336C-FX2 Chassis Fan Module""",NXA-FAN-65CFM-PE,N/A,N/A
S01SVS00,"""Fan 3""","""Nexus9000 C9336C-FX2 Chassis Fan Module""",NXA-FAN-65CFM-PE,N/A,N/A
S01SVS00,Ethernet1/2,CISCO-AVAGO,QSFP-100G-SR4,N/A,AVF2217S14F
S01SVS00,Ethernet1/3,CISCO-FINISAR,QSFP-100G-AOC1M,N/A,FIW224401BS-A
S01SVS00,Ethernet1/16,CISCO-FINISAR,QSFP-100G-AOC10M,N/A,FIW214401EU-A
S01SVS01,"""Chassis""","""Nexus9000 C9336C-FX2 Chassis""",N9K-C9336C-FX2,N/A,FDO25510JD1
S01SVS01,"""Slot 1""","""36x40/100G QSFP28 Ethernet Module""",N9K-C9336C-FX2,N/A,FDO25510JD1
S01SVS01,"""Power Supply 1""","""Nexus9000 C9336C-FX2 Chassis Power Supply""",NXA-PAC-1100W-PE2,N/A,ART2542F008
S01SVS01,"""Power Supply 2""","""Nexus9000 C9336C-FX2 Chassis Power Supply""",NXA-PAC-1100W-PE2,N/A,ART2542F0E4
S01SVS01,"""Fan 1""","""Nexus9000 C9336C-FX2 Chassis Fan Module""",NXA-FAN-65CFM-PE,N/A,N/A
S01SVS01,"""Fan 2""","""Nexus9000 C9336C-FX2 Chassis Fan Module""",NXA-FAN-65CFM-PE,N/A,N/A
S01SVS01,"""Fan 3""","""Nexus9000 C9336C-FX2 Chassis Fan Module""",NXA-FAN-65CFM-PE,N/A,N/A
S01SVS01,Ethernet1/2,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2102G0YW
S01SVS01,Ethernet1/3,CISCO-FINISAR,QSFP-100G-AOC1M,N/A,FIW224401BS-B
S01SVS01,Ethernet1/16,CISCO-AVAGO,QSFP-100G-SR4-S,N/A,AVF2013G0KS
